name,address,subway_distance,call,price,url,note,visitor_review,blog_review,area,subway,star,orginized_price
스터디카페오늘 신길점,서울 영등포구 도신로65길 1 2층,신길역 1번출구에서 520m,번호정보 없음,가격정보 없음,URL정보 없음,"무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 38,블로그 리뷰 1,영등포구,신길역,,가격정보 없음
르하임스터디카페 대방역점,서울 동작구 여의대방로 286 5층,대방역 6번출구에서 136m,0507-1443-0413,"1회 시간권 (12시간)12,000원100시간 정액권(유효기간1년)130,000원4주 기간권 (28일)140,000원스터디룸 4인실 1시간7,000원1회 시간권 (9시간)10,000원1회 시간권 (6시간)8,000원1회 시간권 (4시간)6,000원1회 시간권 (2시간)4,000원1주 기간권 (7일)60,000원2주 기간권 (14일)90,000원",https://blog.naver.com/studycafe85,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능",방문자 리뷰 285,블로그 리뷰 55,동작구,대방역,별점 4.8,"4인실 - 1시간 7,000원"
알씨디스페이스 대림점,서울 영등포구 대림로 252 성원빌딩 3층 알씨디 스터디카페,역정보 없음,번호정보 없음,"2시간3,000원4시간5,000원6시간6,000원9시간8,000원12시간10,000원오픈석-50시간권70,000원오픈석-100시간권120,000원오픈석-220시간권240,000원오픈석-14일권70,000원오픈석-28일권120,000원",http://rcdspacedr.modoo.at,"남/녀 화장실 구분, 단체 이용 가능, 무선 인터넷, 주차",방문자 리뷰 29,블로그 리뷰 15,영등포구,,별점 4.79,가격정보 없음
DCT스터디카페 상왕십리점,서울 성동구 무학로 24 2층,상왕십리역 2번출구에서 225m,0507-1309-3863,"2시간 이용권3,000원4시간 이용권5,000원6시간 이용권7,000원8시간 이용권9,000원50시간(시간패키지)70,000원100시간(시간패키지)130,000원150시간(시간패키지)180,000원200시간(시간패키지)220,000원1주권(기간권)60,000원2주권(기간권)90,000원",https://blog.naver.com/dct3863,"단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷",방문자 리뷰 68,블로그 리뷰 60,성동구,상왕십리역,별점 4.89,가격정보 없음
어라운드스터디카페 왕십리점,서울 중구 난계로 159 헤세드빌딩 6층,신당역 2번출구에서 264m,0507-1323-9353,"2시간3,000원4시간5,000원6시간7,000원8시간8,000원12시간10,000원50시간 정액권70,000원100시간 정액권130,000원2주 정기권80,000원4주 정기권150,000원4인 스터디룸7,000원",https://aroundwsl.modoo.at,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 36,블로그 리뷰 39,중구,신당역,,"4인실 - 1시간 3,500원, 4인실 - 2시간 1,500원, 4인실 - 4시간 1,250원, 4인실 - 6시간 1,167원, 4인실 - 8시간 1,000원, 4인실 - 12시간 833원"
아카데미라운지 왕십리독서실&스터디카페,서울 성동구 마장로 137 2층,상왕십리역 1번출구에서 644m,0507-1322-8692,"하단에 블로그 리뷰-주인작성글 필독!10원[오픈석] 당일권 - 1시간2,000원[오픈석] 당일권 - 2시간4,000원[오픈석] 당일권 - 4시간6,000원[오픈석] 당일권 - 6시간8,000원[오픈석] 당일권 - 12시간10,000원ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ변동[오픈석] 시간권 30시간-시간 당1,500원[오픈석] 시간권 50시간-시간 당1,400원[오픈석] 시간권 100시간-시간 당1,200원",http://pf.kakao.com/_yxcspb,"주차, 단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 13,블로그 리뷰 4,성동구,상왕십리역,,"오픈석 - 1시간 2,000원, 오픈석 - 2시간 4,000원, 오픈석 - 4시간 6,000원, 오픈석 - 6시간 8,000원, 오픈석 - 12시간 10,000원"
위넌스터디카페 상왕십리점,서울 중구 난계로 185 JM플러스 3층,신당역 2번출구에서 493m,0507-1311-0699,"(Study Zone) 2시간3,000원(Study Zone) 4시간5,000원(Study Zone) 6시간8,000원(Study Zone) 8시간10,000원(Study Zone) 10시간12,000원(Study Zone) 12시간14,000원(Study Zone) 정기권 2주80,000원(Study Zone) 정기권 4주150,000원(Study Zone) 정액시간권 50시간70,000원(Study Zone) 정액시간권 100시간130,000원",https://winnen68.modoo.at/,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 76,블로그 리뷰 23,중구,신당역,별점 4.61,가격정보 없음
올탑스터디카페 전농1점,서울 동대문구 서울시립대로 46 3층 올탑스터디카페,청량리역 6번출구에서 704m,0507-1403-2526,가격정보 없음,https://blog.naver.com/celebration1-,"무선 인터넷, 남/녀 화장실 구분, 예약",방문자 리뷰 107,블로그 리뷰 4,동대문구,청량리역,별점 4.34,가격정보 없음
마리앤코 스페이스 부에나이데아,서울 중구 다산로14길 6 202호,약수역 3번출구에서 176m,0507-1416-2296,"스터디룸대여(주중)24,000원스터디룸대여(주말)48,000원",https://https//m.blog.naver.com/themariem,"예약, 단체 이용 가능, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 간편결제",방문자 리뷰 10,블로그 리뷰 2,중구,약수역,,가격정보 없음
토즈 삼성점,서울 강남구 테헤란로103길 14 대한기독교서회빌딩 3층,삼성역 8번출구에서 168m,0507-1348-0141,"기본 2시간(16-20인) 문의요망0원기본 2시간(10인)75,000원기본 2시간(8인)55,000원기본 2시간(6인)45,000원기본 2시간(5인)33,000원기본 2시간(1인)12,000원기본 2시간(2인)15,000원프로젝터 1시간 (장시간요금별도)5,000원노트북 1시간3,000원복사,출력,팩스 (별도문의)1,000원",http://www.toz.co.kr/,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 76,블로그 리뷰 33,강남구,삼성역,별점 4.62,"1인 - 1시간 6,000원, 2인 - 1시간 7,500원, 5인 - 1시간 16,500원, 6인 - 1시간 22,500원, 8인 - 1시간 27,500원, 10인 - 1시간 37,500원, 16-20인 - 1시간 0원"
스터디룸 페이지 잠실점,서울 송파구 백제고분로7길 18 4층,잠실새내역 4번출구에서 425m,0507-1342-2629,가격정보 없음,URL정보 없음,"예약, 무선 인터넷, 단체 이용 가능, 남/녀 화장실 구분",방문자 리뷰 192,블로그 리뷰 17,송파구,잠실새내역,,가격정보 없음
초심스터디카페 대치학원가사거리점,서울 강남구 삼성로 301 지하층 제비3호~제비4호,대치역 2번출구에서 613m,번호정보 없음,"일일이용권 2시간4,000원일일이용권 4시간7,000원일일이용권 6시간10,000원일일이용권 8시간13,000원일일이용권 10시간15,000원시간충전권 30시간50,000원시간충전권 50시간80,000원시간충전권 100시간150,000원시간충전권 150시간210,000원시간충전권 200시간260,000원",URL정보 없음,"예약, 남/녀 화장실 구분, 무선 인터넷, 단체 이용 가능",방문자 리뷰 39,블로그 리뷰 1,강남구,대치역,,"4인실 - 2시간 4,000원, 4인실 - 4시간 7,000원, 4인실 - 6시간 10,000원, 4인실 - 8시간 13,000원, 4인실 - 10시간 15,000원"
시작스터디카페 대치3호점,서울 강남구 도곡로 510 지하1층,대치역 3번출구에서 665m,02-565-5206,"일일이용권 1시간3,000원일일이용권 2시간5,000원일일이용권 3시간6,000원일일이용권 4시간8,000원일일이용권 5시간10,000원일일이용권 6시간12,000원일일이용권 7시간14,000원일일이용권 8시간16,000원일일이용권 9시간18,000원일일이용권 12시간20,000원",URL정보 없음,비고 없음,방문자 리뷰 50,블로그 리뷰 4,강남구,대치역,별점 4.1,"일일이용권 - 1시간 3,000원, 2시간 5,000원, 3시간 6,000원, 4시간 8,000원, 5시간 10,000원, 6시간 12,000원, 7시간 14,000원, 8시간 16,000원, 9시간 18,000원, 12시간 20,000원"
시작스터디카페 대치직영5호점,서울 강남구 도곡로 449 지하1층,한티역 2번출구에서 663m,0507-1330-7410,"일일이용권 1시간3,000원일일이용권 2시간5,000원일일이용권 3시간6,000원일일이용권 4시간8,000원일일이용권 5시간10,000원일일이용권 6시간12,000원일일이용권 7시간14,000원일일이용권 8시간16,000원일일이용권 9시간18,000원일일이용권 12시간20,000원",URL정보 없음,무선 인터넷,방문자 리뷰 16,블로그 리뷰 1,강남구,한티역,,"4인실 - 1시간 3,000원, 4인실 - 2시간 5,000원, 4인실 - 3시간 6,000원, 4인실 - 4시간 8,000원, 4인실 - 5시간 10,000원, 4인실 - 6시간 12,000원, 4인실 - 7시간 14,000원, 4인실 - 8시간 16,00"
시작스터디카페 대치7호점,서울 강남구 도곡로 443,한티역 2번출구에서 511m,070-8018-4771,"일일이용권 1시간3,000원일일이용권 2시간5,000원일일이용권 3시간6,000원일일이용권 4시간8,000원일일이용권 5시간10,000원일일이용권 6시간12,000원일일이용권 7시간14,000원일일이용권 8시간16,000원일일이용권 9시간18,000원일일이용권 12시간20,000원",URL정보 없음,"무선 인터넷, 단체 이용 가능",방문자 리뷰 133,블로그 리뷰 3,강남구,한티역,,"1인 - 1시간 3,000원, 1인 - 2시간 5,000원, 1인 - 3시간 6,000원, 1인 - 4시간 8,000원, 1인 - 5시간 10,000원, 1인 - 6시간 12,000원, 1인 - 7시간 14,000원, 1인 - 8시간 16,000원, 1인 -"
랭스터디카페 대치점,서울 강남구 도곡로 446 대치동 학원가 사거리 뚜레쥬르 건물 지하1층입니다,한티역 3번출구에서 503m,0507-1434-0225,"당일 1시간(시간당 2,000원추가)2,000원야간권6,000원아메리카노1,800원레모니카노3,300원자모니카노3,600원충전 10시간권20,000원충전 30시간권60,000원충전 50시간권90,000원충전 100시간권170,000원4주(28일) 회원권220,000원",https://langstudycafedaechi.modoo.at,"단체 이용 가능, 남/녀 화장실 구분, 예약, 무선 인터넷",방문자 리뷰 257,블로그 리뷰 69,강남구,한티역,별점 4.98,가격정보 없음
스터디카페 스터디벅스1호점,"서울 강남구 삼성로58길 9 1층, 지하1층",대치역 3번출구에서 589m,02-556-0080,가격정보 없음,https://studybugsdaechi.modoo.at,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 50,블로그 리뷰 7,강남구,대치역,별점 4.52,가격정보 없음
이지스스터디카페 학여울점,서울 강남구 영동대로 219 2층 이지스스터디카페 학여울점,학여울역 1번출구에서 330m,번호정보 없음,"스터디룸2,3(4인실) 2시간12,000원스터디룸1(6인실) 2시간18,000원[일일권] 2시간4,000원[일일권] 3시간5,000원[일일권] 4시간6,000원[일일권] 5시간7,000원[일일권] 6시간-미판매중(일시적)8,000원[시간제정액권] 50시간68,000원[시간제정액권] 100시간130,000원[시간제정액권] 150시간190,000원",http://pf.kakao.com/_xlRxgxjxj,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 94,블로그 리뷰 3,강남구,학여울역,,"4인실 - 2시간 12,000원, 6인실 - 2시간 18,000원, 4인실 - 2시간 4,000원, 4인실 - 3시간 5,000원, 4인실 - 4시간 6,000원, 4인실 - 5시간 7,000원"
멘토즈스터디카페 강남대치점,서울 강남구 도곡로 431 강남 동산빌딩 B1층,한티역 2번출구에서 358m,02-501-0982,"시간권 30시간80,000원시간권 50시간 (8주)120,000원시간권 100시간 (16주)190,000원기간권 3일50,000원기간권 2주권 (14일)150,000원기간권 4주권 (28일)260,000원[고정석] 노블레스석 (28일)390,000원스터디룸 2인실 (1시간)8,000원스터디룸 4인실 (1시간)12,000원당일권 2시간5,000원",https://www.instagram.com/mentors_dc/,"남/녀 화장실 구분, 노키즈존, 간편결제",방문자 리뷰 6,블로그 리뷰 66,강남구,한티역,,"2인실 - 1시간 8,000원, 4인실 - 1시간 12,000원, 당일권 - 2시간 5,000원"
이니셜스터디카페 한티점,"서울 강남구 도곡로 413 지하1층 101, 102, 103호",한티역 2번출구에서 309m,0507-1361-0230,"당일 1시간(시간당 2,000원추가)2,500원야간권6,000원4주 회원권220,000원충전 30시간권60,000원충전 50시간권90,000원충전 100시간권170,000원4주 사물함 이용권15,000원스터디룸 4인실 1시간10,000원스터디룸 6인실 1시간12,000원",https://initialhanti.modoo.at,"남/녀 화장실 구분, 무선 인터넷",방문자 리뷰 54,블로그 리뷰 23,강남구,한티역,,"4인실 - 1시간 10,000원, 6인실 - 1시간 12,000원"
스터디카페 스터디벅스2호점,"서울 강남구 도곡로78길 6 봉구스버거건너편, 컴포즈 커피 건물 지하1층입니다",한티역 3번출구에서 497m,번호정보 없음,가격정보 없음,https://studybugs2.modoo.at,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 42,블로그 리뷰 4,강남구,한티역,,가격정보 없음
휘랩대치관리형스터디카페,서울 강남구 역삼로 521 4층,삼성역 3번출구에서 792m,0507-1450-2234,가격정보 없음,https://wheelabstudycafe.modoo.at/,주차,방문자 리뷰 10,블로그 리뷰 143,강남구,삼성역,,가격정보 없음
스카이캐슬 스터디카페 2호점,서울 강남구 도곡로 422 서울 강남구 대치동 1023-1 세림빌딩,한티역 3번출구에서 254m,0507-1430-3225,"2인실 그룹 룸 1시간7,000원3인실 그룹 룸 1시간8,000원5인실 그룹 룸 1시간<가격할인>12,000원6인실 그룹 룸 1시간<가격할인>15,000원8인실 그룹 룸 1시간<가격할인>20,000원11인실 그룹 룸 1시간<가격할인>30,000원",https://blog.naver.com/skycastle_studycafe_,"예약, 배달, 단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 대기공간, 간편결제, 주차",방문자 리뷰 103,블로그 리뷰 2,강남구,한티역,,"2인실 - 1시간 7,000원, 3인실 - 1시간 8,000원, 5인실 - 1시간 12,000원, 6인실 - 1시간 15,000원, 8인실 - 1시간 20,000원, 11인실 - 1시간 30,000원"
스카이캐슬 스터디카페 3호점,서울 강남구 삼성로67길 21 지하 101호,한티역 2번출구에서 771m,0507-1429-9488,가격정보 없음,https://blog.naver.com/skycastle_studycafe_,"단체 이용 가능, 포장, 배달, 방문접수/출장, 무선 인터넷, 남/녀 화장실 구분, 간편결제",방문자 리뷰 40,블로그 리뷰 8,강남구,한티역,,가격정보 없음
초심스터디카페 대치은마점,"서울 강남구 삼성로 212 편의동 2층 212, 213호",대치역 4번출구에서 135m,0507-1334-0955,가격정보 없음,https://chosimstudy15.modoo.at,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 주차",방문자 리뷰 33,블로그 리뷰 28,강남구,대치역,별점 4.11,가격정보 없음
이룸스터디카페 독서실,"서울 강남구 선릉로 227 진달래상가, 5층",한티역 5번출구에서 45m,0507-1328-1177,가격정보 없음,http://pf.kakao.com/_uvnmb,"단체 이용 가능, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 22,블로그 리뷰 4,강남구,한티역,,가격정보 없음
비에이블 스터디카페 대치센터,서울 강남구 도곡로 504,대치역 3번출구에서 611m,0507-1460-3010,가격정보 없음,https://blog.naver.com/beable_939,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 25,블로그 리뷰 19,강남구,대치역,,가격정보 없음
스터디카페 엘알마 대치점,서울 강남구 도곡로84길 6 B1층,대치역 3번출구에서 672m,0507-1364-9620,가격정보 없음,https://blog.naver.com/elalma_daechi,"무선 인터넷, 예약, 남/녀 화장실 구분",방문자 리뷰 57,블로그 리뷰 3,강남구,대치역,별점 4.73,가격정보 없음
랭스터디카페 잠실새내점,서울 송파구 올림픽로8길 10 2층 랭스터디카페 잠실새내점,종합운동장역 9번출구에서 324m,번호정보 없음,"음료 미포함 24시간 무제한 30일 이용권150,000원음료 포함 24시간 무제한 30일 이용권180,000원아메리카노1,800원1시간권2,000원3시간권4,500원8시간권10,000원1일권15,000원야간권6,000원",https://www.instagram.com/lang.study_jamsil/,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 포장, 예약",방문자 리뷰 110,블로그 리뷰 109,송파구,종합운동장역,별점 4.21,가격정보 없음
이잼스터디카페 대치점,서울 강남구 선릉로62길 37 지하1층,한티역 2번출구에서 261m,번호정보 없음,가격정보 없음,https://easemdc.modoo.at,"단체 이용 가능, 예약, 남/녀 화장실 구분, 무선 인터넷",방문자 리뷰 7,블로그 리뷰 2,강남구,한티역,,가격정보 없음
위캔스터디카페 대치본점,서울 강남구 도곡로 440 위캔스터디카페 대치본점,한티역 3번출구에서 437m,0507-1325-3010,가격정보 없음,https://wecanstudycafedaechi.modoo.at,"무선 인터넷, 남/녀 화장실 구분, 예약, 단체 이용 가능",방문자 리뷰 83,블로그 리뷰 10,강남구,한티역,,가격정보 없음
엘 스터디카페,"서울 강남구 삼성로51길 6 3F 스터디카페 / B1 스터디룸,미팅룸",대치역 2번출구에서 394m,0507-1406-0195,가격정보 없음,https://app.ddakeasy.com/office/?id=104&fid=1,"예약, 무선 인터넷",,블로그 리뷰 2,강남구,대치역,,가격정보 없음
이룸 스파르타 관리형 스터디카페/독서실,서울 강남구 선릉로 227 진달래상가 5층 502호,한티역 5번출구에서 45m,0507-1364-1461,가격정보 없음,https://erumstudycafe.modoo.at,"단체 이용 가능, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 19,블로그 리뷰 3,강남구,한티역,,가격정보 없음
하우스터디독서실 대치2센터,서울 강남구 삼성로51길 25 2층,대치역 1번출구에서 347m,02-554-4555,가격정보 없음,https://blog.naver.com/haustudydc22,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 30,블로그 리뷰 10,강남구,대치역,,가격정보 없음
지니스페이스,서울 강남구 개포로 623 대청타워 915호,대청역 1번출구에서 20m,0507-1367-1673,"지니스페이스 렌트 (4인 2시간)36,000원",URL정보 없음,"무선 인터넷, 주차",방문자 리뷰 7,,강남구,대청역,,"4인 - 1시간 18,000원, 4인 - 2시간 36,000원"
도동스터디카페,"서울 강남구 삼성로 155 지하층 비101호, 비102호",대치역 7번출구에서 13m,0507-1375-1117,가격정보 없음,URL정보 없음,"남/녀 화장실 구분, 무선 인터넷, 간편결제, 주차",방문자 리뷰 53,블로그 리뷰 7,강남구,대치역,,가격정보 없음
비전스터디카페 잠실점,서울 송파구 백제고분로 122 A동 5층,종합운동장역 9번출구에서 713m,0507-1447-1340,가격정보 없음,URL정보 없음,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 예약, 대기공간, 주차",방문자 리뷰 80,블로그 리뷰 73,송파구,종합운동장역,,가격정보 없음
스터디룸울력 강남점,서울 서초구 강남대로61길 10 708호,강남역 10번출구에서 196m,0507-1310-8736,가격정보 없음,https://youtube.com/channel/UCVNrV_oR0u7jJfkBLgZy5Bg?si=erwYHtXq_81uvlPV,"무선 인터넷, 예약",방문자 리뷰 6,,서초구,강남역,,가격정보 없음
옐로스톤 스터디룸,서울 강남구 강남대로94길 21,강남역 11번출구에서 202m,0507-1383-8777,가격정보 없음,http://www.yellowstudy.com/,주차,방문자 리뷰 149,블로그 리뷰 154,강남구,강남역,별점 4.33,가격정보 없음
허슬버슬 스터디룸&공유오피스,서울 강남구 강남대로98길 17 3층 허슬버슬,강남역 11번출구에서 326m,0507-1430-6012,"평일/주말 2시간(1인기준/최소3인)4,000원평일/주말 3시간(1인기준/최소3인)6,000원평일/주말 4시간(1인기준/최소3인)8,000원평일/주말 5시간(1인기준/최소3인)10,000원평일/주말 6시간(1인기준/최소3인)12,000원주말 예약시 음료추천(최대50%할인)2,000~6,000원",https://hustle.modoo.at/,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 주차",방문자 리뷰 102,블로그 리뷰 50,강남구,강남역,별점 4.95,"최소3인 - 2시간 12,000원, 최소3인 - 3시간 18,000원, 최소3인 - 4시간 24,000원, 최소3인 - 5시간 30,000원, 최소3인 - 6시간 36,000원"
트레바리 스터디룸,서울 강남구 강남대로92길 19 4층,강남역 11번출구에서 153m,0507-1431-6077,"공간 1시간 대여30,000원",https://trevari.co.kr/,"예약, 남/녀 화장실 구분",방문자 리뷰 16,블로그 리뷰 6,강남구,강남역,,"1시간 30,000원"
ENI스터디룸,서울 강남구 강남대로94길 9 크리스탈빌딩 3층,강남역 11번출구에서 115m,02-555-5284,가격정보 없음,http://cafe.naver.com/studyeni,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 42,블로그 리뷰 80,강남구,강남역,별점 4.33,가격정보 없음
공간이즈 스터디룸 스터디카페,서울 서초구 서초대로78길 44 나산스위트빌딩502호,강남역 5번출구에서 197m,0507-1360-1335,가격정보 없음,http://pf.kakao.com/_znCxjj,주차,방문자 리뷰 105,블로그 리뷰 61,서초구,강남역,,가격정보 없음
강남 스터디룸 망고 모임공간,서울 서초구 서초대로77길 9 누드죤빌딩 9층,강남역 10번출구에서 66m,0507-1403-9848,"1인 - 1시간 ( 평일, 주말동일 )2,500원키위룸 ( 24인 ) - 1시간55,000원망고대형룸 ( 40인 ) - 1시간99,000원",http://www.mangospace.co.kr/,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 19,블로그 리뷰 205,서초구,강남역,,"1인 - 1시간 2,500원, 키위룸 (24인) - 1시간 55,000원, 망고대형룸 (40인) - 1시간 99,000원"
초심스터디카페 강남역점,서울 강남구 강남대로92길 13 5층 초심스터디카페,강남역 11번출구에서 110m,0507-1354-7303,"2시간4,000원4시간8,000원50시간70,000원150시간180,000원200시간220,000원3주 자유석90,000원4주 고정석200,000원1주 자유석45,000원2주 고정석120,000원스터디룸 4인실(1시간)8,000원",https://www.instagram.com/chosim_gangnam,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 74,블로그 리뷰 45,강남구,강남역,별점 4.08,"4인실 - 1시간 8,000원, 4인실 - 2시간 4,000원, 4인실 - 4시간 8,000원"
에스랩 스터디카페 & 스터디룸 1호점,서울 서초구 강남대로51길 10 효성해링턴타워 2층 에스랩 스터디카페 1호점,강남역 5번출구에서 506m,0507-1402-1624,"신규 체험 신청 - 카카오채널 문의무료아메리카노,아이스티,핫초코,밀크티무료스터디룸 - 최대 4인8,000원2시간4,000원3시간5,500원30시간50,500원50시간79,000원100시간146,000원4주 240시간 (이벤트)변동4주 회원권 (이벤트)변동",http://pf.kakao.com/_xoKmpu,"주차, 무선 인터넷, 남/녀 화장실 구분, 예약, 단체 이용 가능",방문자 리뷰 115,블로그 리뷰 62,서초구,강남역,별점 4.19,"4인실 - 2시간 4,000원, 4인실 - 3시간 5,500원, 4인실 - 30시간 50,500원, 4인실 - 100시간 146,000원"
우주런 랭귀지 스페이스,서울 강남구 강남대로96길 5 4층,강남역 11번출구에서 137m,0507-1386-3039,"스터디 좌석(2시간)4,000원스터디 좌석(3시간)6,000원스터디 좌석(5시간)9,000원스터디 좌석(8시간)13,000원스터디 좌석(12시간)18,000원1인 화상 회의실(1시간)4,000원그룹 미팅룸(1시간)15,000원스터디 좌석(1주)50,000원스터디 좌석(2주)80,000원스터디 좌석(4주)140,000원",http://wujulearn.com/,"무선 인터넷, 남/녀 화장실 구분, 예약, 단체 이용 가능, 간편결제",방문자 리뷰 61,블로그 리뷰 93,강남구,강남역,,"1인 - 1시간 4,000원, 1인 - 2시간 4,000원, 1인 - 3시간 6,000원, 1인 - 5시간 9,000원, 1인 - 8시간 13,000원, 1인 - 12시간 18,000원, 1인 화상 회의실 - 1시간 4,000원, 그룹 미팅룸 - 1시간 15,00"
콜립 라운지 스터디&워크,서울 강남구 테헤란로 113 목화밀라트,강남역 12번출구에서 140m,0507-1338-6956,"룸A - 평일 (기본 6인 1시간)18,000원룸B - 평일 (기본 4인 1시간)12,000원룸A - 주말 (기본 6인 1시간)21,000원룸B - 주말 (기본 4인 1시간)14,000원",http://pf.kakao.com/_pGqxmG/chat,"단체 이용 가능, 예약, 무선 인터넷, 주차",방문자 리뷰 36,블로그 리뷰 7,강남구,강남역,,"6인실 - 주중 - 1시간 18,000원, 6인실 - 주말 - 1시간 21,000원, 4인실 - 주중 - 1시간 12,000원, 4인실 - 주말 - 1시간 14,000원"
강남역 스터디룸 공간 가치,서울 서초구 강남대로65길 12 902호,강남역 10번출구에서 356m,0507-1351-0012,"평일(월화수목) 1시간1,800~2,300원주말(금토일) 1시간2,000~3,000원",https://www.spacecloud.kr/space/62243,"단체 이용 가능, 예약, 무선 인터넷",,,서초구,강남역,,"주중 - 1시간 1,800원~2,300원, 주말/공휴일 - 1시간 2,000원~3,000원"
제이에듀 모임공간,서울 강남구 강남대로 456 한석타워 15층 1502호,신논현역 6번출구에서 22m,02-568-6490,"class 2 (4인/2시간)30,000원class 1 (30인/2시간)220,000원",https://open.kakao.com/o/s5ZIc2Uf,"예약, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 간편결제",방문자 리뷰 3,,강남구,신논현역,,"4인실 - 1시간 15,000원, 30인실 - 1시간 110,000원"
코지모임공간 강남역 5호점,서울 서초구 서초대로78길 38 호정빌딩 7층,강남역 5번출구에서 118m,0507-1336-2564,"4인실 (SPACE1,2,5,6)8,000원8인실 (SPACE 3)20,000원10인실 (SPACE 8)25,000원12인실 (SPACE 7)30,000원24인실 (세미나 2)72,000원36인실 (세미나 1)90,000원42인실 (세미나 3)126,000원",https://www.instagram.com/cozymoim,"단체 이용 가능, 남/녀 화장실 구분, 예약, 무선 인터넷, 간편결제, 주차",방문자 리뷰 61,블로그 리뷰 85,서초구,강남역,별점 4.2,"4인실 - 1시간 4,000원, 8인실 - 1시간 20,000원, 10인실 - 1시간 25,000원, 12인실 - 1시간 30,000원, 24인실 - 1시간 72,000원, 36인실 - 1시간 90,000원, 42인실 - 1시간 126,000원"
예인스페이스,서울 서초구 서초대로77길 9 4층,강남역 10번출구에서 66m,02-3481-1212,"60인실/1시간/2시간부터/VAT포함110,000원32인실/1시간/2시간부터/VAT포함66,000원7~12인실/1시간(기본2시간부터)17,500~30,000원6~9인실/1시간(기본2시간부터)15,000~22,500원",https://www.yeinspace.com/,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 대기공간, 간편결제",방문자 리뷰 43,블로그 리뷰 261,서초구,강남역,별점 4.75,"60인실 - 1시간 110,000원, 32인실 - 1시간 66,000원, 7~12인실 - 1시간 17,500원~30,000원, 6~9인실 - 1시간 15,000원~22,500원"
블루웨일스페이스 2호점,서울 서초구 강남대로65길 12 1002호,강남역 10번출구에서 356m,번호정보 없음,"문의는 카카오톡 ""블루웨일스페이스""무료2호점페이지에서 2~5호점 예약가능무료1월 평일 낮 1시간9,000원1월 평일 밤 1시간19,000원",http://pf.kakao.com/_LkYxhn,"단체 이용 가능, 예약, 무선 인터넷",방문자 리뷰 14,블로그 리뷰 10,서초구,강남역,,가격정보 없음
오픈스페이스,서울 서초구 강남대로61길 10 센터프라자빌딩,강남역 10번출구에서 196m,0507-1438-0450,올나잇(20:00-09:00)변동올데이(11:00-18:00)변동,https://www.spacecloud.kr/space/40893,"예약, 단체 이용 가능, 무선 인터넷, 포장, 배달, 간편결제",,블로그 리뷰 5,서초구,강남역,,가격정보 없음
강남311 스터디카페,서울 서초구 강남대로65길 12 311호,강남역 10번출구에서 356m,0507-1420-3125,"주말 오전 09:00-오후 24:003,000원주말 오전 00:00-오전 08:002,000원평일 오후 18:00-오전 24:002,500원평일 오전 09:00-오후 18:001,800원평일 오전 00:00-오전 08:001,000원",https://blog.naver.com/gangnam311-,"무선 인터넷, 예약, 단체 이용 가능, 포장, 배달, 대기공간, 반려동물 동반, 남/녀 화장실 구분, 간편결제, 주차",방문자 리뷰 31,블로그 리뷰 8,서초구,강남역,,"주중 - 1시간 1,000원~1,800원, 주말/공휴일 - 1시간 2,000원~3,000원"
블루웨일스페이스 5호점,서울 서초구 강남대로65길 12 6층 713호,강남역 10번출구에서 356m,0504-1380-3980,"일~목 1시간8,000원올나잇79,000원",https://naver.me/FfeykyJQ,예약,방문자 리뷰 4,,서초구,강남역,,"주중 - 1시간 8,000원, 올나イト 79,000원"
